userID,ISBN,bookRating
83186,0375400117,10
83186,0452268060,7
83193,0449217493,7
83206,0446604844,8
83212,0452282152,7
83212,0679747885,10
83214,0671004549,8
83223,0312181140,8
83235,0312291639,7
83235,044021145X,6
83235,0452283027,8
83235,0743418174,8
83239,0060194448,9
83239,0060938455,10
83239,0312983824,8
83239,0446527289,5
83239,0553576089,7
83239,0670479586,10
83239,0965576590,9
83251,0812505018,7
83252,0312291639,5
83252,0312305060,10
83258,0006742912,7
83258,0374480095,6
83260,0440514428,5
83279,0316769487,8
83283,0380792648,9
83287,0061090921,9
83287,0316989797,5
83287,0345306732,10
83287,0345347226,9
83287,0345407490,6
83287,0345413903,10
83287,0380713829,7
83287,0385247958,9
83287,0399146652,10
83287,0399151648,10
83287,0446610100,10
83287,0446611778,9
83287,0449212661,10
83287,0451192001,10
83287,0451451430,5
83287,0515118249,10
83287,0553564404,10
83287,055356935X,7
83287,0553579754,10
83287,0609806564,7
83287,0671019945,9
83287,0743418174,6
83306,0061099341,8
83306,0316171638,7
83306,0440235804,7
83306,0553581023,8
83306,0671036505,9
83306,0679432477,4
83323,0060977493,9
83323,0375726403,5
83326,0440222656,9
83326,0440224624,2
83337,0446605239,8
83349,0440236673,7
83383,0316153915,8
83392,0440977096,10
83407,0823406032,7
83428,0324066716,5
83428,1877978450,7
83431,0061015725,8
83431,0440221870,8
83431,0440241537,8
83431,0446611638,8
83431,0446613843,6
83431,0451191137,10
83431,0451628039,10
83431,0679743243,8
83431,0802713955,8
83443,0312265778,7
83443,0312288778,10
83443,0316154601,9
83443,0316603570,9
83443,0345458915,10
83443,0385504209,10
83443,0399150439,10
83443,0399150900,9
83443,0399151079,8
83443,0525947914,9
83443,0553802461,8
83443,055380247X,7
83443,0743446291,9
83443,0892966882,9
83457,0385314388,10
83457,0679430946,10
83461,0312421273,10
83493,0380725711,8
83496,0380796090,7
83496,0380820293,7
83496,0670887269,10
83498,0805000585,6
83503,0380018179,8
83515,0446607193,4
83517,0871136791,9
83529,0385332777,7
83542,0330341634,6
83543,0451204530,8
83561,092963408X,6
83565,0883657635,10
83567,0060927216,6
83572,0375725784,6
83573,044023722X,7
83584,0142001740,8
83589,0156006820,8
83616,0671021001,8
83623,068984607X,7
83625,0446364150,8
83637,006091565X,8
83637,0060976497,9
83637,006103102X,7
83637,0156012197,10
83637,0345361571,7
83637,0345366239,8
83637,0345410297,6
83637,0380725231,7
83637,0380799502,8
83637,0385418868,8
83637,0394499603,9
83637,0399141146,8
83637,0553801279,8
83637,0805055592,6
83637,0874779952,7
83637,087605193X,8
83646,0060008032,6
83646,0312974256,4
83646,0385336179,7
83646,0425178102,8
83646,0440223202,6
83646,0446608890,7
83646,0446610879,4
83646,0452268060,7
83646,0743412028,8
83646,1559276088,8
83651,0446670251,6
83666,0452282934,8
83666,051513287X,4
83666,0743418174,10
83666,1551668653,7
83666,155166917X,5
83671,0060987103,9
83671,0064471063,9
83671,0345358791,7
83671,0345389417,10
83671,0345425308,5
83671,0440217563,8
83671,0441005748,9
83671,0452284937,10
83671,0671690221,10
83671,0679454497,8
83688,0399134263,6
83690,0425170349,7
83690,0451204530,6
83698,0679452737,7
83730,0394744292,7
83730,1559585854,9
83736,0871138018,8
83742,0743418174,8
83750,0385319568,9
83754,0310219485,10
83754,0312983417,8
83754,0385316925,7
83754,0394561066,7
83754,0394571452,6
83754,0394576047,9
83754,0440214009,7
83754,0440216818,9
83754,0440225272,9
83754,0440226406,8
83754,0449004848,9
83754,0517580489,8
83754,0671681559,9
83754,0688093698,5
83754,0842314784,10
83754,0842342516,9
83759,0449213323,10
83766,0061030597,6
83775,0553381555,9
83815,0786868619,6
83828,0345384237,7
83842,0140434186,7
83843,0743204077,10
83934,0883659921,7
83934,0883659948,7
83941,0375725784,8
83971,0060936231,7
83971,0060977493,7
83971,0316769487,10
83971,0316969443,6
83971,067976402X,10
83971,0802713432,8
83973,0061051233,6
83982,0440217563,9
83997,0060391839,8
84001,0399143696,5
84018,0553106554,8
84021,0140119795,10
84021,1573223425,8
84024,0061031410,8
84024,0316107093,8
84024,0345447867,7
84024,0385337132,7
84024,0399143823,9
84024,0399148639,9
84024,0425141233,10
84024,0425178765,9
84024,0425184323,7
84024,0440108268,8
84024,044020562X,8
84024,0446607657,1
84024,0446609617,5
84024,0446612790,9
84024,0446675059,9
84024,0486275442,10
84024,0553292722,7
84024,055358037X,9
84024,0684864045,5
84071,0671002392,7
84095,0451409973,9
84112,0670869082,8
84135,0425186202,7
84146,0345368754,8
84146,0553567675,6
84150,0345417623,5
84150,0425155943,7
84150,0553574604,6
84164,0385490992,9
84173,0312982518,2
84178,015600710X,8
84178,0440238153,6
84178,0449908798,4
84178,0553382527,9
84178,067976402X,7
84178,0679772677,7
84191,0812885406,4
84201,0441006582,10
84201,0441662536,10
84201,0740710028,10
84226,0375726403,8
84247,0316341142,8
84257,0142001740,9
84289,0316769487,10
84292,039914840X,10
84293,0684865114,7
84294,0679774025,8
84308,0375400060,8
84308,0446609005,8
84308,0679435832,8
84308,0679446400,8
84405,0849912970,8
84426,0425147762,10
84427,0142001740,9
84427,0385335121,7
84427,0425147622,8
84427,0452282152,7
84442,0451183665,7
84452,0385505833,3
84462,0380731983,8
84462,044661064X,10
84476,0310218039,10
84476,0312929803,8
84476,0684852802,9
84479,0345353404,9
84507,0486282694,3
84507,0515131229,8
84521,0786867647,8
84523,0345380371,6
84523,0345387651,7
84523,0375725784,5
84523,0671009443,8
84523,0671038184,1
84523,0671898493,6
84527,0767902513,9
84537,0151008116,7
84537,0679776818,5
84542,0446609145,6
84552,044990847X,8
84565,0440224853,7
84604,076790382x,8
84606,0449907597,5
84607,0330253948,9
84611,0440234743,8
84615,0375725784,5
84619,3453177746,4
84627,0345419081,10
84627,0393321509,7
84627,0802117171,8
84639,031285515X,3
84641,0385510438,8
84675,0804108749,7
84682,0767904141,8
84692,0786866845,8
84700,0679751521,8
84715,031021436X,9
84715,0425143325,5
84720,014028009X,8
84727,0312978367,8
84727,0394854462,7
84727,0440183669,8
84727,0553142003,7
84727,0553238000,7
84727,055328942X,5
84729,0446613436,8
84729,0553584383,7
84729,0671011375,8
84731,0385505833,6
84733,0671034022,6
84742,0553096834,4
84745,0525945725,6
84753,0060194170,7
84753,0385475721,8
84754,0345391055,6
84795,0316153915,6
84795,0316603287,7
84795,034541389X,7
84795,0345452593,8
84795,0399150439,10
84795,0399151273,8
84795,039915180X,10
84795,0425189031,10
84795,0446527041,8
84795,0451204298,8
84795,045120753X,9
84795,0515129038,8
84795,0515137057,7
84795,0553579606,7
84795,0553582526,6
84795,0553584375,9
84795,0743245520,8
84795,0743446534,8
84795,0778320537,9
84820,0061092533,9
84820,0425113892,5
84820,0425137945,5
84820,0425143066,10
84820,0446602485,6
84820,0486264718,7
84820,0486268780,7
84820,0486270734,6
84820,0486272737,6
84820,0486275507,7
84833,0553801376,8
84846,0446527793,7
84847,0345380371,8
84847,0385486804,8
84847,0553577387,8
84854,0394410629,7
84864,0061030643,8
84866,0373825013,3
84867,3453177746,9
84880,0061094226,8
84882,0061097837,6
84882,0345424719,7
84882,0345449347,7
84882,0425170349,8
84882,0440217563,8
84882,0440225701,6
84882,0440236673,7
84882,0451198425,7
84882,0515120898,8
84882,0553258001,10
84882,0553379534,8
84882,0553564978,6
84882,0671004549,5
84884,0451183665,8
84884,0452269571,8
84884,0671025570,8
84896,0449005909,7
84897,0061097101,5
84897,014029628X,7
84897,0142001740,5
84897,0151008116,6
84897,0385722206,7
84897,1400033349,3
84900,0345413903,7
84900,0380731851,9
84900,042518109X,8
84900,0446607657,4
84900,0451204050,1
84900,0451205421,5
84900,0553801341,8
84900,0679425268,8
84902,0140296468,6
84902,055356871X,9
84902,0738204315,10
84912,0446692298,8
84924,038531695X,8
84924,0399142991,7
84941,0440237262,8
84972,0064405176,8
84985,0446601853,8
84988,2253061018,9
85018,0393321177,5
85033,0345460685,8
85033,0345460715,10
85033,0440234689,8
85033,0515132039,10
85043,0060932813,7
85043,0312308760,7
85043,0446670251,9
85043,0449214982,9
85043,0553582801,8
85043,0679419152,9
85043,0684809753,6
85045,0375411070,5
85058,0385504209,10
85060,0385501560,7
85067,0312283571,5
85067,0609608738,8
85092,0671034111,9
85093,0385424728,10
85112,0679724370,5
85122,0440220602,8
85127,0385336187,7
85127,0399148469,7
85127,0553096834,7
85132,0375719180,8
85132,0679764925,7
85155,0316776963,10
85161,0060915544,9
85194,0375725784,6
85194,0553572997,5
85201,0553582364,4
85209,0670875708,7
85246,0446391506,5
85256,0316782505,7
85256,0446530077,4
85256,0452282829,6
85257,034540288X,8
85265,044021145X,8
85268,038542471X,9
85268,0891413413,7
85273,0385486804,10
85278,0099245027,6
85278,0330332775,8
85280,0394569873,5
85280,0670892084,5
85280,0688092292,5
85280,0809288346,5
85280,0941423697,5
85287,0395711797,5
85294,0786862564,10
85305,014100018X,8
85313,0446611778,5
85327,0743225082,4
85327,184195408X,6
85340,0553574574,7
85345,0340793708,8
85367,0026890380,10
85379,0590819747,7
85387,0743223136,8
85389,0440220602,7
85409,0451203771,5
85410,1860467636,7
85426,0156027321,10
85426,0375707972,9
85426,0380731479,8
85426,0440206154,10
85426,0757301444,6
85426,0805054073,9
85426,081297106X,9
85426,1571743812,8
85433,0345413350,10
85433,0345413369,9
85433,0553263226,5
85433,0679879269,9
85433,3462028189,7
85453,0671648918,5
85455,0446609617,9
85455,0671004549,6
85464,0373484410,9
85469,0446602620,9
85495,0446608955,9
85495,0446610399,8
85500,1551668602,8
85502,0385323638,9
85502,0385504209,9
85502,0425162443,8
85507,0446611808,10
85510,0345386108,5
85510,0451136055,6
85510,0451179153,7
85510,0812541642,8
85511,0743411323,7
85526,0060958022,9
85526,0140266771,8
85526,0140282033,8
85526,014200023X,7
85526,015600609X,9
85526,0316341517,8
85526,0330352695,7
85526,0345370805,7
85526,0345388968,7
85526,0375726403,9
85526,0375757376,8
85526,0380012863,9
85526,0385481268,10
85526,0385720106,8
85526,0385721420,7
85526,0394744209,7
85526,044651652X,5
85526,0446532231,7
85526,0452276721,8
85526,0452282152,7
85526,0486400778,9
85526,0679735666,8
85526,0679736379,9
85526,068484267X,8
85526,0736001549,9
85526,0740723367,5
85526,0805073337,8
85526,0898796717,8
85526,156511826X,6
85526,1573229083,5
85526,1590400364,3
85532,0141303107,8
85533,0241141095,8
85534,0060185708,8
85534,0440234743,7
85534,0553583956,8
85549,0345391055,10
85554,0060920084,8
85554,0142300497,9
85554,0395083567,9
85554,078670621X,3
85587,0061098795,8
85587,0312978367,9
85587,0553569910,8
85587,0553582135,8
85587,0679439382,6
85587,0812508645,9
85592,0553580388,8
85599,0684874318,7
85616,0385335490,5
85616,0743245520,5
85616,0802713955,10
85616,0811816753,5
85619,0440222656,6
85620,0449203794,6
85633,0553801376,9
85653,0375727345,9
85656,0060167688,10
85656,0061091790,10
85656,0345362861,9
85656,0345458915,9
85656,0399140751,8
85656,0425092178,9
85656,0425144429,9
85656,0440236576,8
85656,0440784743,7
85656,0449002063,8
85656,0451156609,7
85656,0451197410,9
85656,0451198646,9
85656,0451209109,8
85656,0451406869,9
85656,067155302X,9
85656,068814862X,10
85656,0689713703,9
85656,1584855185,9
85656,1584855215,9
85658,0345388968,6
85669,0340767960,9
85669,0786867647,9
85681,0373218397,6
85683,0451209907,8
85695,0399133844,9
85701,0345380371,5
85701,0345409973,5
85701,039914465X,5
85701,0425178102,5
85701,0515130389,5
85708,0345380371,6
85713,0345288238,5
85750,0553800914,10
85752,067178546X,8
85752,0761122745,6
85757,0141001771,6
85757,0141001917,7
85757,0142000159,7
85757,0312278586,8
85757,0312290888,8
85757,0312305060,9
85757,0345422805,9
85757,0345430514,6
85757,0373250274,7
85757,0375411798,7
85757,0375502238,9
85757,0375505008,8
85757,0375725784,9
85757,0380727501,8
85757,0385337116,9
85757,0385503954,7
85757,0385721420,7
85757,0385729332,6
85757,0395981328,6
85757,042515954X,8
85757,0425169715,7
85757,0449220184,8
85757,0452282268,6
85757,0679457313,7
85757,067976402X,9
85757,0684810549,7
85757,0743224574,8
85757,080213825X,5
85757,0812931378,7
85757,0871137534,10
85757,1400060737,9
85757,1570425671,8
85757,1573221775,7
85757,1573229571,6
85757,193156146X,9
85766,0385508042,4
85766,0849955815,10
85769,0140285679,9
85780,0452282829,5
85787,0060987561,8
85816,0425141551,7
85821,0743222245,9
85825,0375400117,8
85825,0394585852,8
85825,0553380478,8
85829,0749313803,10
85833,0425098842,9
85833,0446359866,9
85833,0446365505,8
85833,0446611921,10
85833,0449219569,9
85833,0449227421,9
85851,0060557257,8
85851,0385720955,6
85851,0394580567,10
85851,0399145672,7
85851,0670880728,7
85851,0743446496,8
85856,0440206154,10
85865,0345361792,10
85872,0060391480,7
85872,0140430474,10
85872,0395647266,7
85875,0671744216,7
85884,0156003961,6
85892,0385504209,9
85892,0451209311,7
85892,0671023187,9
85905,0345380371,7
85905,0395083567,9
85905,0425174484,8
85925,0385335466,7
85925,0440236991,8
85925,0525946829,10
85925,0805063897,10
85934,0393317552,8
85944,0375756981,7
85950,0440220602,5
85962,0888783876,8
85981,0312989385,5
85984,0451210743,6
85984,0515130389,8
85992,0440412587,8
85992,0804114986,6
85993,0312288662,10
85993,0312323131,10
85993,0316710571,10
85993,0375432256,10
85993,038533558X,10
85993,0385497466,7
85993,0399140093,10
85993,0399143165,9
85993,0425137562,10
85993,0425141233,10
85993,0440206154,10
85993,0446516317,10
85993,0446520802,10
85993,0446532444,10
85993,0553584510,10
85993,0670880728,5
85993,0670894710,8
85993,0786868716,8
85993,1401301231,10
85993,1401900844,10
85994,0062506838,9
86000,0312952155,8
86017,0385335555,8
86017,0446604666,8
86017,0515128821,8
86031,0486266893,7
86033,0915811332,7
86048,0805063897,9
86051,0312976755,8
86051,042513699X,8
86051,044021145X,9
86051,0449911136,6
86051,0671004549,5
86051,067976402X,9
86072,0679781307,3
86073,0316776963,9
86073,0345368754,5
86075,0399138307,7
86077,0399146431,9
86093,0312980159,9
86093,0380728842,7
86093,1551667436,9
86095,0440236819,8
86100,0312983212,8
86100,0399145923,7
86122,0316198951,8
86123,0385486804,9
86123,0385504209,7
86123,0786868716,7
86134,0449005615,9
86134,0679442790,5
86140,0099436922,9
86145,0061015725,7
86145,0345423615,7
86145,0441644511,4
86145,0449002411,7
86145,0451166892,7
86145,0451184327,5
86145,0515131210,9
86145,0553258524,10
86145,0553580191,8
86145,0553580221,4
86145,0671027387,6
86145,0805063889,7
86159,0451129504,7
86170,006017613X,7
86170,0399144315,7
86170,0399149422,8
86170,067003116X,9
86179,0515120898,8
86189,0140266771,8
86189,0142001740,6
86189,0156007479,8
86189,0156027321,8
86189,0312421036,8
86189,0345366239,10
86189,0374129983,7
86189,0375400117,8
86189,0375727345,8
86189,0380414910,8
86189,0385504209,3
86189,0393303217,9
86189,0399134409,5
86189,0399142851,4
86189,0399142991,7
86189,044021145X,8
86189,0440217563,6
86189,0440223202,6
86189,0449217124,6
86189,0449907481,7
86189,0451184718,7
86189,0451192028,6
86189,0553569058,7
86189,067088202X,7
86189,0671679430,7
86189,0679401377,7
86189,0679405135,5
86189,0679416889,5
86189,0679450742,7
86189,0679749845,8
86189,067976402X,5
86189,0688170528,4
86189,0688171877,7
86189,0743227441,6
86202,0064401847,8
86202,014100374X,8
86202,0312278586,8
86202,0380814021,7
86202,0385504209,7
86202,0385722206,7
86202,0446532231,7
86202,0452282152,9
86202,061328125X,8
86202,068484267X,5
86202,0786868716,6
86238,0312978367,7
86242,0060987049,9
86242,0156528207,9
86242,0345417623,4
86242,0374189870,9
86242,0385479174,7
86242,0425181111,3
86242,0451210638,8
86242,0486406571,7
86242,0618164723,6
86242,0671027387,6
86243,0020446500,8
86243,0140133968,7
86243,0140180907,7
86243,0140430016,6
86243,0156027321,9
86243,0316058211,8
86243,0345424654,7
86243,0393303217,7
86243,0399135545,8
86243,0446670634,8
86243,1861976127,7
86249,0446525731,8
86263,0688123228,10
86276,0156528207,6
86276,0451411137,9
86276,0515129224,8
86288,0515124893,8
86290,0316769487,8
86290,0590660926,6
86308,0679459626,8
86356,0060932813,8
86368,034541389X,8
86368,044023722X,2
86368,0446611921,9
86371,0440211891,8
86385,038097407X,7
86385,0425128164,8
86385,0553800949,5
86392,0060938455,10
86392,0446604011,9
86392,0446675385,10
86392,1878574507,6
86408,0142003697,8
86408,0156006227,10
86408,0198607024,7
86408,0345288238,8
86408,0399150706,6
86408,0440111498,10
86408,0553375490,6
86408,0671880314,8
86408,0804105820,8
86418,0425083837,10
86418,0440236673,8
86419,0312253435,9
86420,0395689961,8
86446,0099245027,5
86461,0553582755,6
86463,0062517317,10
86463,0679772677,9
86465,044023722X,7
86470,0061093335,8
86481,055338029X,10
86481,0679450408,9
86487,0425161285,8
86488,0385511612,10
86488,0679450718,8
86489,0156006219,7
86489,0380018179,10
86489,0446606251,5
86489,0553574086,7
86518,006440188X,6
86535,006109207X,6
86541,0812544439,7
86548,0060517794,10
86548,0395329205,10
86548,0743444035,10
86548,1892723026,10
86555,0425192032,8
86555,0446527793,9
86555,0553477706,7
86555,0553526057,7
86555,0671525751,8
86555,0821767089,8
86641,0446604011,7
86641,0446610771,5
86641,0812511069,7
86655,0374129983,4
86680,0345402871,6
86680,0394571819,3
86680,044023722X,5
86683,8433970119,9
86692,0375705244,10
86696,0060175605,5
86697,0061015075,6
86716,0061097314,10
86720,034539657X,7
86720,0345460359,8
86720,0380716542,6
86720,0440236703,8
86720,0552998001,8
86720,0553572326,7
86720,0553582127,7
86720,0671027581,5
86728,0446600660,8
86728,0553800914,5
86751,044022165X,9
86761,0671004107,7
86792,0345347226,8
86792,0440212189,8
86799,0309069874,7
86799,0425143325,9
86817,034540761X,9
86819,0380820293,9
86819,0449907481,7
86819,0812930371,2
86819,1585421065,3
86819,1860492592,7
86835,0060938455,10
86835,0312278586,6
86835,0312281250,8
86835,0375725121,8
86835,0380712520,6
86835,0380715201,7
86835,0385333137,7
86835,0385499345,7
86835,0553284347,8
86835,0609809547,10
86835,0618334661,10
86835,0671677268,8
86835,0767903196,9
86835,0895945177,5
86838,0446607711,4
86841,067978330X,10
86848,0515132187,5
86849,0671038184,6
86882,0671021001,10
86906,0060921145,8
86906,0385504209,6
86906,0385720106,7
86928,0553262580,8
86931,0375411992,8
86932,0671024183,5
86932,0894805770,8
86932,1558743324,5
86947,051770434X,10
86947,0553053140,10
86947,0553370502,10
86947,0804466491,10
86947,1880032422,10
86959,080505104X,3
86959,0805063897,10
86965,044020562X,8
86965,0553089625,8
86969,0156027321,8
86969,0380751399,8
86969,0440234743,8
86969,0446608602,8
86969,0446612790,8
86969,0671888587,7
86969,0743235355,7
86994,0785275290,7
87002,0805063889,7
87021,0385483503,8
87051,0060392983,7
87051,0345460359,8
87051,0451186923,10
87051,0553580221,9
87051,0671042858,8
87051,0842329110,9
87051,1558745157,9
87095,0679442790,8
87096,0679735666,10
87108,0060188731,2
87108,0060198133,10
87108,0425185508,6
87108,0688163165,10
87108,0743411331,6
87108,1573222267,8
87108,1878448900,10
87112,0451204530,7
87119,0385245793,8
87129,1573226882,8
87141,0060089539,8
87141,0060913916,8
87141,0061000760,8
87141,006109174X,8
87141,0061099287,8
87141,0072130903,8
87141,0312034725,9
87141,0312151101,8
87141,0312253435,8
87141,0312962118,8
87141,0345391055,8
87141,0345413989,8
87141,0345433084,8
87141,0375411070,8
87141,0380786699,9
87141,0380790289,7
87141,0380975440,9
87141,038529929X,8
87141,0385333919,8
87141,038533558X,10
87141,0385424728,8
87141,0385490992,9
87141,0385493800,8
87141,0385497466,8
87141,0393318451,8
87141,0399133453,8
87141,0399139311,8
87141,0399142185,9
87141,0399143769,8
87141,0399147012,8
87141,0425128164,8
87141,0425132625,8
87141,0425138232,7
87141,0425170349,9
87141,044021145X,8
87141,0440213525,8
87141,0440220602,8
87141,0440236673,8
87141,0446360856,8
87141,0446360872,8
87141,0446364800,8
87141,0446516767,8
87141,0446516775,8
87141,0446519626,9
87141,0446529400,9
87141,0446600660,9
87141,0446600709,8
87141,0446602396,9
87141,0446603856,8
87141,0446603961,8
87141,0446607541,8
87141,0446607894,7
87141,0446609609,8
87141,0446677124,8
87141,0449217493,8
87141,0449911012,8
87141,0451166892,8
87141,0451173139,8
87141,0451210557,9
87141,0451400399,8
87141,051511605X,8
87141,0515130125,9
87141,0517051044,7
87141,055311106X,8
87141,0553245767,9
87141,0553267337,7
87141,0553572423,9
87141,055357809X,9
87141,0553580000,8
87141,0606189831,7
87141,0671689398,8
87141,0679419454,8
87141,0684837013,8
87141,0688166385,8
87141,0735710082,8
87141,079248424X,8
87141,0802135587,8
87141,0809236818,9
87141,0812513584,8
87141,0836218256,8
87141,0836218817,8
87141,0842329129,8
87141,0842332251,8
87141,0895773783,8
87141,0898150124,8
87141,0937175609,7
87141,1565925211,8
87143,0871313073,5
87147,0312291639,6
87147,0380814021,7
87147,0671027077,7
87155,0316693200,9
87155,0446608955,10
87156,0312864035,8
87161,0385504209,7
87173,0061030643,7
87173,0316153915,6
87173,0553802453,6
87190,0385311109,7
87200,0590433180,8
87211,0316782505,9
87227,034541389X,8
87255,0679450742,5
87257,0375502912,5
87257,0393057658,5
87257,0394546741,7
87257,084991146X,5
87302,0142003727,10
87302,0394424638,10
87302,0609808451,10
87302,0679444815,10
87302,1592400388,10
87308,0684856115,7
87315,0552146986,8
87329,0345323475,6
87351,0061091316,7
87351,0345361792,8
87351,0375406530,8
87351,0449214281,8
87351,055358099X,2
87351,0670891576,8
87353,0062515845,9
87381,0064406962,10
87383,076360013X,10
87394,0375421815,7
87397,1586480359,9
87402,0804114986,8
87411,0140434135,8
87432,0156027321,9
87440,0849943809,10
87452,0451408462,9
87457,034542705X,8
87458,0671004565,8
87473,0440225701,6
87540,0312315600,6
87540,0374204772,8
87540,0385486804,10
87540,0393051404,6
87540,0465047548,10
87540,0679454454,8
87540,0802713076,7
87549,0380762587,7
87549,0380762609,6
87549,0671880608,5
87555,0060167807,6
87555,0060617225,8
87555,0060938455,10
87555,0141000198,8
87555,0312330731,8
87555,0345313860,8
87555,0380727501,10
87555,0385492162,10
87555,0385503954,7
87555,0425154882,8
87555,0452269571,9
87555,0486401588,5
87555,0618334661,8
87555,0679457143,10
87555,0679741836,9
87555,0679762671,8
87555,0743223527,7
87555,076790382X,10
87555,0802117163,3
87555,0805063889,8
87555,0809101742,10
87555,0810914301,10
87555,1583225846,9
87573,0385504209,8
87579,0446606812,7
87579,067976402X,6
87607,0553381555,8
87608,1573226491,7
87632,0786868716,9
87641,0385306024,8
87662,0399146687,7
87662,0425136612,5
87672,0316603570,6
87688,0440416795,8
87690,0425192032,8
87690,0446611867,8
87690,0452283191,8
87690,0761117199,10
87690,1561483176,10
87696,1573220876,8
87712,0060987561,10
87712,0316108677,9
87712,0316168815,9
87712,0375506039,7
87712,0375756981,10
87712,0440224837,8
87712,0440403278,10
87712,0440486599,8
87712,0440784743,7
87712,0451202341,7
87712,0451205421,5
87712,0553570919,8
87712,0553582917,10
87712,0553801341,10
87712,0590406191,10
87712,0671021001,9
87712,0671556657,9
87712,0786868619,3
87712,0894808850,8
87712,1558745157,10
87712,1558746153,10
87729,009180194X,10
87729,0446531332,8
87729,0517073919,9
87736,078670621X,10
87742,1573225517,9
87817,0060932813,7
87820,0515095826,7
87820,0515115649,7
87820,0671867113,8
87820,0671886665,7
87859,0312306180,7
87859,0345418271,6
87900,044023722X,7
87906,0345417623,8
87911,0152020802,8
87911,0394820371,5
87911,0670532576,5
87928,0375406182,8
87929,0226500578,8
87929,0345313860,8
87929,0385507755,10
87929,044022103X,10
87929,0440224624,5
87929,044651652X,9
87931,0440135842,7
87938,0060977493,7
87938,0064471063,8
87938,0156027321,10
87938,0345422392,8
87938,0385332963,6
87938,0385336179,8
87938,0385336810,10
87938,0440238145,7
87942,0140124381,7
87948,0425147622,8
87948,0553577239,7
87949,0345384350,10
87949,0446606324,10
87949,0446610100,10
87949,0804110972,8
87949,0842329293,10
87949,084233226X,10
87949,0842342702,10
87949,1558745157,10
87954,051510566X,5
87954,0515107867,6
87956,0399151613,5
87956,0553380095,4
87964,0060938455,8
87964,0312975929,5
87964,0316139823,5
87964,0316139866,5
87964,0316139874,5
87964,0316141259,5
87964,0345391055,5
87964,0375420630,5
87964,0375758240,7
87964,0394820371,5
87964,0525946233,5
87964,0590409433,8
87964,0764225111,5
87964,076422588X,5
87964,0767905180,5
87964,0809229501,5
87974,0609604074,9
87974,0743247612,6
87977,0061031070,7
88006,0440234743,4
88012,0449203794,8
88012,0671867113,8
88022,0425118703,5
88028,0451207521,8
88029,0345380371,7
88029,034540288X,7
88029,0451204530,8
88031,0440236061,6
88035,1551666650,8
88041,0380810220,5
88042,0804114986,9
88047,0440208319,4
88062,0374200386,5
88078,0007110928,9
88081,0679427430,5
88089,0375724834,8
88096,0440967694,9
88109,0316341118,6
88109,0385337116,5
88109,0441010466,6
88109,1400060737,6
88111,0689851898,9
88116,0375506039,7
88118,0553578308,5
88118,0671888587,8
88121,0679442790,10
88122,0316769487,10
88122,0345387651,10
88122,0394541545,10
88122,0446516368,7
88123,0060517794,9
88123,0425189031,10
88123,0451207645,8
88137,0451204514,7
88141,0064406601,10
88146,044021145X,10
88159,0425102416,8
88160,038533334X,8
88161,0684867621,6
88170,0449003655,5
88170,0515094978,6
88185,0156027321,8
88187,0142001740,7
88187,044022103X,8
88187,0671644777,9
88187,1565120108,6
88195,0393325237,10
88223,0671021001,5
88229,0142001740,10
88229,0316150363,10
88229,0375707972,9
88229,0380731851,10
88229,0385498802,10
88229,039569938X,10
88229,0671021001,10
88229,0679429220,10
88229,0761129758,10
88229,0896583856,9
88229,1400048702,10
88232,0316095583,6
88242,0375401601,5
88243,0894801449,1
88248,0385720106,5
88276,0679452338,9
88279,0375501851,5
88283,0064472795,8
88283,0064472809,9
88283,0140430016,9
88283,0156010887,6
88283,0312291639,8
88283,0316769177,10
88283,0316912123,10
88283,0380814021,9
88283,0385336179,10
88283,0385336810,10
88283,0385483503,8
88283,038549730X,5
88283,0440213525,7
88283,0440227720,7
88283,0440228441,6
88283,0440229499,10
88283,0446603651,7
88283,0451171128,8
88283,0679744665,8
88288,0375401318,9
88288,0385486804,8
88288,0425172546,7
88288,0743224574,10
88288,0894807668,9
88292,0099245027,7
88299,0345387651,7
88299,0590406019,10
88299,0671027123,3
88329,039923621X,8
88330,0060186526,7
88330,0880015829,7
88360,0440236673,8
88360,1551664933,5
88389,0060179457,5
88389,0061093327,6
88389,0385504209,7
88389,044022165X,7
88389,0440226406,6
88389,0446530522,6
88389,0446605239,7
88389,0446606812,8
88389,0679456589,7
88395,0140430016,10
88402,0440225817,7
88412,0140042393,10
88412,0140430105,10
88412,014043223X,10
88412,0345361792,10
88412,0679429220,9
88412,068982954X,10
88412,080411109X,6
88416,0060921145,5
88416,0385247737,9
88416,0425116417,6
88416,0440106443,5
88416,0446515051,5
88416,0553278002,5
88416,0553564404,5
88416,0679428453,7
88416,0679441247,8
88416,0679769781,2
88435,0385319568,9
88435,0449911500,8
88444,0449225046,9
88468,0804105820,10
88481,0345438825,5
88502,0446679593,8
88521,0871136791,8
88533,0060932759,6
88535,1579121470,6
88565,0060176733,10
88565,044651747X,9
88565,0679772677,10
88571,042516876X,9
88574,0446516538,8
88574,0553801376,5
88605,0061093580,4
88605,0345323440,6
88620,0312422156,8
88620,184195425X,8
88631,034542333X,5
88631,0385319037,5
88633,0373218397,10
88633,0399133143,10
88633,0670835382,9
88642,0671776800,4
88643,0553214047,9
88645,0688072240,7
88647,0312930429,8
88648,0345428714,9
88652,0061092614,10
88652,0061098795,10
88652,0151002681,8
88652,0345359798,8
88652,0399137769,10
88652,0515117234,10
